,group_id,id,geo_name,region_id,geo,year,private_area_size,building_type,trd_unit_price,rent_y_unit_price,rent_m_unit_price
180,04000KR11,05000KR11680,강남구,11230,05000KR11680,2015,A,APT,3033.55308269,1972.89732769,14.54228973
181,04000KR11,05000KR11680,강남구,11230,05000KR11680,2016,A,APT,3358.79020864,2153.85850634,15.44806101
182,04000KR11,05000KR11680,강남구,11230,05000KR11680,2017,A,APT,3774.27347247,2335.10108299,15.55616278
183,04000KR11,05000KR11680,강남구,11230,05000KR11680,2018,A,APT,4715.50959809,2448.94499172,16.1344611
184,04000KR11,05000KR11710,송파구,11240,05000KR11710,2011,A,APT,2066.67460366,1009.81653427,8.26734831
185,04000KR11,05000KR11710,송파구,11240,05000KR11710,2012,A,APT,1953.21408494,1070.11895625,8.67331545
186,04000KR11,05000KR11710,송파구,11240,05000KR11710,2013,A,APT,1933.7866178,1165.66318344,9.55895348
187,04000KR11,05000KR11710,송파구,11240,05000KR11710,2014,A,APT,1994.1131604,1264.75654938,9.9867282
188,04000KR11,05000KR11710,송파구,11240,05000KR11710,2015,A,APT,2068.17894701,1438.38096717,11.25093879
189,04000KR11,05000KR11710,송파구,11240,05000KR11710,2016,A,APT,2200.38675488,1558.5657663,11.87613695
190,04000KR11,05000KR11710,송파구,11240,05000KR11710,2017,A,APT,2442.4714167,1668.74359552,11.77470436
191,04000KR11,05000KR11710,송파구,11240,05000KR11710,2018,A,APT,2947.56053126,1757.57063605,11.88958639
192,04000KR11,05000KR11740,강동구,11250,05000KR11740,2011,A,APT,1535.22605129,859.71476122,7.12015305
193,04000KR11,05000KR11740,강동구,11250,05000KR11740,2012,A,APT,1530.44774639,945.53722211,7.55289513
194,04000KR11,05000KR11740,강동구,11250,05000KR11740,2013,A,APT,1517.70525096,984.77806621,8.03892527
195,04000KR11,05000KR11740,강동구,11250,05000KR11740,2014,A,APT,1564.79228727,1108.13000401,8.56673966
196,04000KR11,05000KR11740,강동구,11250,05000KR11740,2015,A,APT,1646.02251317,1232.36305078,9.64111861
197,04000KR11,05000KR11740,강동구,11250,05000KR11740,2016,A,APT,1770.35473992,1356.29738606,9.95104586
198,04000KR11,05000KR11740,강동구,11250,05000KR11740,2017,A,APT,1923.15193486,1505.82774618,9.95748081
199,04000KR11,05000KR11740,강동구,11250,05000KR11740,2018,A,APT,2226.9729084,1579.94194989,10.34543444
